title,authors,average_rating,isbn,# num_pages
Children Playing Before a Statue of Hercules,David Sedaris-Richard Yates-Dorothy Parker-Joyce Carol Oates-Lorrie Moore-Flannery O'Connor-Amy Hempel-Akhil   Sharma-Tim Johnston-Tobias Wolff-Sarah Vowell-Charles Baxter-Jhumpa Lahiri-Katherine Mansfield-Alice Munro-Jean Thompson-Frank Gannon-Patricia Highsmith-Jincy Willett,3.69,743276124,344
Shopgirl,Steve Martin,3.42,786891076,130
The Heritage of Shannara (Heritage of Shannara  #1-4),Terry Brooks,4.28,345465547,1238
The Good Guy,Dean Koontz-Richard Ferrrone,3.82,739332937,9
Life Management for Busy Woman: Growth and Study Guide,Elizabeth George,4.54,736910190,166
Zur Genealogie der Moral,Friedrich Nietzsche,4.11,3150071232,187
Fargo Rock City: A Heavy Metal Odyssey in Rural North Dakota,Chuck Klosterman,3.80,743406567,288
Wind Rider's Oath (War God  #3),David Weber,4.02,1416508953,570
John  Paul  George & Ben,Lane Smith,4.21,786848936,40
My Lord Eternity (Immortal Rogues  #2),Debbie Raleigh-Alexandra Ivy,3.74,821775502,256
Hungry Planet,Peter Menzel-Faith D'Aluisio,4.44,1580086810,288
The Power of Myth,Joseph Campbell-Bill Moyers,4.30,385418868,320
The Midwife's Tale,Gretchen Moran Laskas,3.82,385335547,256
The Line of Beauty,Alan Hollinghurst,3.73,1582346100,438
Critique of Pure Reason (Studies in the History of Philosophy),Immanuel Kant-Humphrey Palmer,3.94,773491678,140
Animal Farm / 1984,George Orwell-Christopher Hitchens,4.28,151010269,400
How To Draw The Legend Of Zelda    (troll),Michael Teitelbaum-Ron Zalme,4.19,439635810,32
The Engagement,Georges Simenon-Anna Moschovakis-John N. Gray,3.73,1590172280,135
Beowulf: A New Translation,Unknown-Seamus Heaney,3.43,057120113X,106
Complete Works of Oscar Wilde,Oscar Wilde-Merlin Holland,4.45,7144350,1270
The Beatles Illustrated Lyrics,Alan Aldridge-The Beatles,4.25,157912058X,272
Il genio e l'alienista: La strana visita di Lombroso a Tolstoj,Paolo Mazzarello,0.00,8870883019,94
The 500 Hats of Bartholomew Cubbins,Dr. Seuss,4.04,039484484X,56
Fun Home: A Family Tragicomic,Alison Bechdel,4.09,618477942,240
Hamlet (Oxford Bookworms Library: Stage 2),Alistair McCallum-William Shakespeare,3.88,194232204,54
Bled Dry (Vegas Vampires  #3),Erin McCarthy,3.81,425215156,284
Time's Arrow,Martin Amis,3.74,679735720,165
How the Irish Saved Civilization,Thomas Cahill,3.81,340637870,256
Man Hunting,Jennifer Crusie,3.77,739414968,250
How We Are Hungry: Stories,Dave Eggers,3.75,1932416137,218
Nine Horses,Billy Collins,4.17,375755209,144
We Were Not Like Other People,Ephraim Sevela-Antonina W. Bouis,4.15,60255080,216
Life Support,Tess Gerritsen,3.99,671553046,400
Heat Wave: A Social Autopsy of Disaster in Chicago,Eric Klinenberg,3.84,226443221,320
Before the Mayflower: A History of Black America,Lerone Bennett Jr.,4.43,874850916,796
Words and Rules: The Ingredients of Language,Steven Pinker,3.91,753810255,397
One of Us,Michael Marshall Smith,4.04,553580698,368
Candy,Luke Davies,4.08,345423879,304
Comfort Me With Apples,Ruth Reichl,4.03,965193772,299
The Damned (Vampire Huntress  #6),L.A. Banks,4.28,312336241,487
To Win a Nuclear War: The Pentagon's Secret War Plans,Michio Kaku-Daniel Axelrod,3.91,896083217,374
The Languages of Pao,Jack Vance,3.80,743487141,224
Feuerspringer,Nicholas Evans-Kristian Lutze,4.06,3570003191,480
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield-Robert McKee,4.02,446691437,168
Tsunamis and Other Natural Disasters (Magic Tree House Research Guide  #15),Mary Pope Osborne-Natalie Pope Boyce-Salvatore Murdocca,4.04,375832211,128
Day (The Night Trilogy  #3),Elie Wiesel-Anne Borchardt,3.84,809023091,109
Beneath the Wheel,Hermann Hesse-Michael E. Roloff,3.84,031242230X,192
Tales Before Tolkien: The Roots of Modern Fantasy,Douglas A. Anderson-Frank R. Stockton-Ludwig Tieck-Richard Garnett-H. Rider Haggard-Andrew Lang-William Hope Hodgson-E.A. Wyke-Smith-David  Lindsay-Clemence Housman-George MacDonald-Arthur Machen-A. Merritt-L. Frank Baum-Kenneth Morris-William Morris-James Branch Cabell-Lord Dunsany-Francis Stevens-E.H. Knatchbull-Hugessen-E. Nesbit,3.94,345458567,528
The Complete Fiction of Nella Larsen: Passing  Quicksand  and the Stories,Nella Larsen-Charles Larson-Marita Golden,4.12,385721005,278
Kinfolk,Pearl S. Buck,4.18,1559211563,408
Batman: Arkham Asylum - A Serious House on Serious Earth,Grant Morrison-Dave McKean,4.10,1401204252,216
The Consumer Society: Myths and Structures,Jean Baudrillard-Chris     Turner-George Ritzer,4.13,761956921,224
Casino Royale,Ian Fleming,3.74,141187581,181
The Truth about the Drug Companies: How They Deceive Us and What to Do about It,Marcia Angell,3.94,375760946,319
Anatomy of Love: A Natural History of Mating  Marriage  and Why We Stray,Helen Fisher,3.95,449908976,432
True Blue: The Oxford Boat Race Mutiny,Daniel Topolski-Patrick Robinson,4.23,553400037,320
Not Even Wrong: Adventures in Autism,Paul  Collins,4.05,1582343675,245
Bagombo Snuff Box,Kurt Vonnegut,3.72,99282968,295
The Secret of Fantasy Forest (Sweet Valley Kids #67),Francine Pascal-Molly Mia Stewart-Ying-Hwa Hu,3.89,553483323,96
Fathers and Crows,William T. Vollmann,4.28,014016717X,990
The Rabbi,Noah Gordon,3.67,449214540,448
Speculum of the Other Woman,Luce Irigaray-Gillian C. Gill,4.01,801493307,416
To the Lighthouse,Virginia Woolf-Mark Hussey,3.77,156030470,242
The Risk of Darkness (Simon Serrailler  #3),Susan Hill,3.95,701179791,320
Animal Farm,George Orwell,3.91,452284244,122
Dealing in Futures,Joe Haldeman,3.72,451452585,352
Three Case Histories,Sigmund Freud-Philip Rieff,3.91,684829452,282
The Berenstain Bears and the Blame Game,Stan Berenstain-Jan Berenstain,3.87,679887431,32
Warrior (MacKenzie-Blackthorn #5),Elizabeth Lowell,3.92,1551669048,256
College Algebra,Margaret L. Lial-John Hornsby-David I. Schneider,3.03,321227573,716
Journey To The East,Hermann Hesse,3.70,8173031010,175
The Tangled Thread (Morland Dynasty  #10),Cynthia Harrod-Eagles,4.31,751506478,474
Language and Mind 3ed,Noam Chomsky,3.87,052167493X,190
A Theory of Semiotics,Umberto Eco,4.01,253202175,368
The Prime of Miss Jean Brodie / The Girls of Slender Means / The Driver's Seat / The Only Problem,Muriel Spark,3.78,1857152743,512
Veinte mil leguas de viaje submarino,Jules Verne-B. Fernandez-Andres Jullian,3.88,9561316242,198
The Greatest Generation,Tom Brokaw,4.00,812975294,464
Sgt. Frog  Vol. 13 (Sgt. Frog  #13),Mine Yoshizaki,4.20,1427802114,192
The Conan Chronicles 1 (Conan  #1-3),Robert Jordan,3.78,1857237501,510
Year of the Griffin (Derkholm  #2),Diana Wynne Jones,4.11,575075376,404
The Fairy Tales of Hermann Hesse,Hermann Hesse-Jack D. Zipes-David Frampton,3.99,553377760,266
Zazie in the Metro,Raymond Queneau-Barbara Wright-Gilbert Adair,3.73,142180041,157
Mr Maybe,Jane Green,3.44,140276513,425
The Perennial Philosophy,Aldous Huxley,4.23,006057058X,336
The Mask of the Enchantress,Victoria Holt,3.84,449210847,0
Lonely Planet Londres,Lonely Planet-Sarah Johnstone-Tom Masters,4.03,8408064762,480
Peek-a-Boo! (Babyfaces),Roberta Grobel Intrater,3.80,590058967,12
Diary,Chuck Palahniuk,3.61,1400032814,262
London,Lonely Planet-Steve Fallon-Pat Yale,4.03,186450353X,400
Untouchable,Mulk Raj Anand-E.M. Forster,3.70,140183957,160
Monster Island (Monster Island  #1),David Wellington,3.60,1560258500,282
Black Mischief,Evelyn Waugh,3.77,316917338,304
Live Like a Jesus Freak: Spend Today as If It Were Your Last,D.C. Talk,4.05,1577782089,184
Against the Odds: Tales of Achievement,L.M. Montgomery-Rea Wilmshurst,3.84,553565923,246
CliffsNotes on Faulkner's Absalom  Absalom!,James Lamar Roberts-CliffsNotes,3.12,822001101,64
Hin und weg,Ethan Hawke,3.35,3462030639,207
Losing Battles,Eudora Welty,3.60,679728821,436
The Broken Estate: Essays on Literature and Belief,James  Wood,4.08,375752633,304
Pet Sematary,Stephen King,3.96,1416524347,576
Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle  #1),Betty MacDonald-Alexandra Boiger,4.16,64401480,144
Tuf Voyaging,George R.R. Martin,4.09,1592220045,448
Michael Chabon Presents... The Amazing Adventures of the Escapist: #7,Michael Chabon,3.68,1593072554,80
If on a Winter's Night a Traveler,Italo Calvino-William Weaver-Peter Washington,4.06,679420258,254
Brothers in Arms (Dragonlance: Raistlin Chronicles  #2),Margaret Weis-Don Perrin,4.05,786914297,476
Nightmare At 20 000 Feet,Richard Matheson-Stephen King,4.08,312878273,336
Chilly Scenes of Winter,Ann Beattie,3.91,679732349,288
The Sea Hunters II (The Sea Hunters  #2),Clive Cussler-Craig Dirgo,3.84,425193721,464
Woody Allen and Philosophy: [You Mean My Whole Fallacy Is Wrong?],Mark T. Conard-Aeon J. Skoble-Tom Morris-William Irwin,3.77,812694538,250
Where the Mountain Casts Its Shadow: The Dark Side of Extreme Adventure,Maria Coffey-Thomas Hornbein,3.89,312339011,256
The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen,3.99,60521996,286
Moral Luck: Philosophical Papers 1973-1980,Bernard Williams,4.10,521286913,188
Molly Hatchet - 5 of the Best,Molly Hatchet,4.33,1575606240,56
Ballad of the Whiskey Robber: A True Story of Bank Heists  Ice Hockey  Transylvanian Pelt Smuggling  Moonlighting Detectives  and Broken Hearts,Julian Rubinstein,4.02,316010731,352
Before We Were Free,Julia Alvarez,3.86,044023784X,192
Transmetropolitan  Vol. 5: Lonely City,Warren Ellis-Darick Robertson-Rodney Ramos-Patrick Stewart,4.41,1563897229,144
Hamlet,William Shakespeare-Harold Bloom-Rex Gibson,4.01,521618746,289
North Carolina Weekends,Lynn Setzer,3.71,895872730,353
See How They Run,James Patterson,3.84,1568654235,320
Shadows of the Empire (Star Wars),Steve Perry,3.82,553574132,385
The Road to Wigan Pier,George Orwell-Richard Hoggart,3.89,141185295,215
The Mystical Poems of Rumi 1: First Selection  Poems 1-200,Rumi-A.J. Arberry,4.32,226731510,208
Infinite Jest,David Foster Wallace,4.30,316921173,1088
City of Golden Shadow (Otherland  #1),Tad Williams,3.91,886777631,780
The Wizard's Apprentice (The Keepers  #2),Jackie French Koller-Rebecca Guay,3.78,689855923,192
Six Degrees of Separation,John Guare,4.00,822210347,74
The Comparative Study of Political Elites,Robert D. Putnam,3.75,131541951,246
The Wars,Timothy Findley,3.87,571207995,218
April  May und June,Elizabeth von Arnim,3.89,345833422X,88
Strong Motion,Jonathan Franzen,3.51,184115749X,528
Beauty and the Beast,Max Eilenberg-Angela Barrett,4.36,763631604,64
Echo Park (Harry Bosch  #12),Michael Connelly-Len Cariou,4.11,1594835896,11
The SFWA Grand Masters 3,Frederik Pohl-Lester del Rey-Damon Knight-A.E. van Vogt-Jack Vance,4.03,312868774,448
The Labyrinth of Solitude and Other Writings,Octavio Paz-Lysander Kemp-Yara Milos,4.15,080215042X,398
Sharpe's Prey (Sharpe  #5),Bernard Cornwell,4.04,60084537,288
Make Four Million Dollars by Next Thursday!,Stephen Manes-George Ulrich,3.70,440413702,87
Ten Days in the Hills,Jane Smiley,2.51,1400040612,450
The Turtle and the Monkey,Paul Galdone-Joanna Galdone,3.76,395544254,32
In the Royal Manner : Expert Advice on Etiquette and Entertaining from the Former Butler to Diana  Princess of Wales,Paul Burrell,3.62,044652641X,144
Sudden Fiction International: 60 Short-Short Stories,Robert Shapard-James Thomas,3.77,393306135,352
De amor y de sombra,Isabel Allende,3.97,006095129X,268
John Henry Days,Colson Whitehead,3.65,385498209,400
Pedro Paramo / El Llano En Llamas,Juan Rulfo,4.29,840804575X,290
Gai-Jin (Asian Saga  #3),James Clavell,3.86,044021680X,1236
Henry Miller on Writing,Henry Miller-Thomas H. Moore,4.23,811201120,217
The Wildlife of Star Wars,Terryl Whitlatch-Bob Carrau,4.42,811828697,173
Who's Afraid of Virginia Woolf?,Edward Albee,4.08,451218590,272
The Pure in Heart (Simon Serrailler  #2),Susan Hill,3.92,701176814,370
All Around the Town,Herbert Asbury,3.65,1560255218,364
The Richness of Life: The Essential Stephen Jay Gould,Stephen Jay Gould-Paul McGarr-Oliver Sacks-Steven Rose,4.25,393064980,672
Anne Frank: Life in Hiding,Johanna Hurwitz-Vera Rosenberry,3.99,380732548,64
Marilyn Manson,Kurt Reighley,3.39,312181337,192
City of Glass: The Graphic Novel,Paul Karasik-David Mazzucchelli-Paul Auster-Art Spiegelman,3.92,571226337,144
Mary Engelbreit's Home Companion,Charlotte Lyons-Mary Engelbreit-Barbara E. Martin,4.18,836246217,128
Only the Ring Finger Knows: The Lonely Ring Finger (Only the Ring Finger Knows  #1),Satoru Kannagi-Hotaru Odagiri-Allison Markin Powell,3.98,1569709041,210
The Long-Lost Map (Ulysses Moore #2),Pierdomenico Baccalario-Iacopo Bruno-Leah D. Janeczko,4.00,043977439X,272
Shakespeare's Champion (Lily Bard  #2),Charlaine Harris,3.83,425213102,214
Look Homeward  Angel,Thomas Wolfe,3.94,743297318,644
Orientalism,Edward W. Said,4.09,141187425,396
The Baker's Boy (Book of Words  #1),J.V. Jones,3.78,1857233751,552
One Hundred Hungry Ants,Elinor J. Pinczes-Bonnie Mackain,4.05,395971233,32
The Jane Austen Book Club,Karen Joy Fowler,3.08,452286530,288
The Pursuit of History,John Tosh-Sean Lang,3.45,1405823518,357
A Framework for Understanding Poverty,Ruby K. Payne,3.90,1929229488,199
Zen in the Art of Writing: Essays on Creativity,Ray Bradbury,4.10,1877741094,176
Catch-22,Joseph Heller,3.98,99477319,519
The Bean Trees (Greer Family  #1),Barbara Kingsolver,3.96,812474945,232
Love,Pablo Neruda,4.46,786881488,43
The Malloreon  Vol. 1: Guardians of the West / King of the Murgos / Demon Lord of Karanda (The Malloreon  #1-3),David Eddings,4.34,345483863,816
Your First Year in Network Marketing: Overcome Your Fears  Experience Success  and Achieve Your Dreams!,Mark Yarnell-Rene Reid Yarnell-Richard  Poe,4.05,761512195,304
Six Easy Pieces: Essentials of Physics Explained by Its Most Brilliant Teacher (Helix),Richard P. Feynman-Robert B. Leighton-Matthew L. Sands-Paul Davies,4.20,201408252,176
The Sea  The Sea,Iris Murdoch-Mary Kinzie,3.92,014118616X,528
Treasure of Khan (Dirk Pitt  #19),Clive Cussler-Dirk Cussler,3.90,399153691,552
A Tramp Abroad,Mark Twain-Dave Eggers,3.86,812970039,400
Anne's House Of Dreams,L.M. Montgomery,4.13,1406942359,192
His Dark Materials Trilogy (Northern Lights; The Subtle Knife; The Amber Spyglass),Philip Pullman,4.26,439994349,1016
Equal Rites (Discworld  #3; Witches  #1),Terry Pratchett,4.02,60855908,228
The Origin of the Bible,F.F. Bruce-Philip W. Comfort-Carl F.H. Henry-J.I. Packer,3.84,842383670,352
Avalon,Anya Seton-Philippa Gregory,3.86,1556526008,440
The Blazing Center Study Guide: The Soul-Satisfying Supremacy of God in All Things,John Piper,4.28,1590526856,112
Riddley Walker,Russell Hoban,4.03,074755904X,236
Sherlock Holmes: A Baker Street Dozen,Arthur Conan Doyle-John Gielgud-Ralph Richardson-Orson Welles,3.98,1598870297,6
Marvel 1602,Neil Gaiman-Andy Kubert-Richard Isanove-Peter Sanderson-Todd Klein,3.93,785123113,248
The Door in the Hedge,Robin McKinley,3.68,698119606,224
Mother Maria Skobtsova: Essential Writings,Maria Skobtsova-Richard Pevear,4.31,1570754365,192
The Corner: A Year in the Life of an Inner-City Neighborhood,David Simon-Edward Burns,4.42,767900316,576
The Sonnets,William Shakespeare-Stephen Orgel-John Hollander,4.25,140714537,164
An Inconvenient Truth: The Planetary Emergency of Global Warming and What We Can Do About It,Al Gore,3.76,1594865671,328
I  Claudius (Claudius  #1),Robert Graves,4.27,067972477X,468
My Dirty Thirties: Male/Female/Male,Kelly  Carr,2.44,1932420304,152
When the World Was Steady,Claire Messud,3.17,964561107,270
Teaching English Abroad,Susan  Griffith,3.59,1854583522,576
Fire Ice (NUMA Files  #3),Clive Cussler-Paul Kemprecos,3.91,399148728,434
Mere Christianity,C.S. Lewis-Kathleen Norris,4.32,60652926,227
Conversations with Bernard Malamud (Literary Conversations),Lawrence M. Lasher,4.00,878054901,184
The River Runs Black: The Environmental Challenge to China's Future,Elizabeth C. Economy,3.81,801489784,337
Titan: The Life of John D. Rockefeller  Sr.,Ron Chernow,4.19,1400077303,832
The Mantle of Kendis-Dai (Starshield  #1),Margaret Weis-Tracy Hickman,3.61,345397614,353
From a Buick 8,Stephen King,3.44,743211375,356
Descent of Man,T. Coraghessan Boyle,3.96,140299947,240
Hogfather (Discworld  #20; Death  #4),Terry Pratchett,4.24,552154288,432
Odd Thomas (Odd Thomas  #1),Dean Koontz,3.96,553384287,446
The City of God,Augustine of Hippo-Thomas Merton-Marcus Dods,3.92,679783199,905
Miss Happiness and Miss Flower,Rumer Godden-Gary Blythe,4.28,1405088567,104
P.S. I Love You (Sealed with a Kiss #4),Valerie Parv,2.79,373033664,192
A Second Chance at Eden,Peter F. Hamilton,4.02,330351826,496
The Ring Bearer,Laura Godwin-John Wallace,3.62,078685510X,32
Dogs (Baby Einstein),Julie Aigner-Clark,3.81,078680839X,20
Fantastic Mr. Fox (Cover to Cover),Roald Dahl,4.05,1855495090,90
The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,4.13,1577314808,229
Great Dialogues of Plato,Plato-W.H.D. Rouse,4.16,451527453,528
Manna from Heaven,Roger Zelazny-Scott Zrubeck-Steven Brust,3.95,809530953,255
The Complete Shorter Fiction of Virginia Woolf,Virginia Woolf-Susan Dick,4.04,156212501,345
The Enneads,Plotinus-Stephen MacKenna-John M. Dillon,4.04,014044520X,688
The Real Frank Zappa Book,Frank Zappa-Peter Occhiogrosso,4.14,330316257,352
The Gods of Mars (Barsoom  #2),Edgar Rice Burroughs-Robert Abbot,3.87,345020324,190
Specials (Uglies  #3),Scott Westerfeld,3.77,689865406,384
The Art of Dreaming,Carlos Castaneda,4.11,1855384272,260
Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes-Jeffrey Henderson,4.19,674995961,608
Supreme Power: Hyperion,J. Michael Straczynski-Dan Jurgens,3.42,785118950,120
Girl Meets Ape,Chris Manby,3.44,340828064,406
Hello  Mrs. Piggle-Wiggle (Mrs. Piggle Wiggle  #4),Betty MacDonald-Alexandra Boiger,4.24,64401499,125
A Passage to India: A Reader's Guide to Essential Criticism,Betty Jay,3.56,184046027X,176
Man's Search for Meaning,Viktor E. Frankl-Harold S. Kushner-William J. Winslade-Isle Lasch,4.36,080701429X,165
The Heidi Chronicles: Uncommon Women and Others & Isn't It Romantic,Wendy Wasserstein,3.83,679734996,249
Keep the Aspidistra Flying,George Orwell,3.88,141183721,277
Deception,Philip Roth,3.34,99801906,208
Children of the Night (Diana Tregarde  #2),Mercedes Lackey,3.94,765313189,320
The Drifting Classroom  Vol. 7 (The Drifting Classroom),Kazuo Umezu,3.94,1421509598,192
Hexenzauber,Terry Brooks-Rainer Gladys,3.90,3442247977,345
The Art of Howl's Moving Castle,Hayao Miyazaki-Yuji Oniki-Joe Hisaishi,4.51,1421500493,256
Selected Speeches and Writings,Abraham Lincoln-Gore Vidal,4.23,679737316,515
The Oak Apple (Morland Dynasty  #4),Cynthia Harrod-Eagles,4.17,751506419,403
Even Cowgirls Get the Blues & My Own Private Idaho,Gus Van Sant-Tom Robbins,3.79,571169201,199
